Equipment ID,Type,cycle_number,gap_days_to_next_checkout,is_last_cycle,label,idle_ratio,utilization,rental_length_days,n_prior_cycles,prior_idle_ratio_mean,prior_utilization_mean,prior_idle_ratio_last,prior_rental_length_mean
EQX1002,Crane,12,10,True,,0.5094339622641509,0.52,21,11,0.47214437268157533,0.6363636363636364,0.3606557377049181,20.272727272727273
EQX1003,Excavator,1,21,False,1,0.8392857142857142,0.225,17,0,,,,
EQX1003,Excavator,2,30,False,1,0.8764044943820224,0.1375,15,1,0.8392857142857142,0.225,0.8392857142857142,17.0
EQX1003,Excavator,3,38,False,1,0.31521739130434784,0.7875,29,2,0.8578451043338683,0.18125000000000002,0.8764044943820224,16.0
EQX1003,Excavator,4,5,False,0,0.47058823529411764,0.5625,14,3,0.6769691999906948,0.3833333333333333,0.31521739130434784,20.333333333333332
EQX1003,Excavator,5,9,False,0,0.5647058823529412,0.4625,26,4,0.6253739588165506,0.428125,0.47058823529411764,18.75
EQX1003,Excavator,6,33,False,1,0.8571428571428572,0.1625,28,5,0.6132403435238286,0.43499999999999994,0.5647058823529412,20.2
EQX1003,Excavator,7,4,False,0,0.4444444444444445,0.5625,21,6,0.6538907624603334,0.38958333333333334,0.8571428571428572,21.5
EQX1003,Excavator,8,22,False,1,0.5957446808510639,0.475,28,7,0.6239698598866349,0.41428571428571426,0.4444444444444445,21.428571428571427
EQX1003,Excavator,9,0,True,,0.5795454545454545,0.4625,23,8,0.6204417125071886,0.421875,0.5957446808510639,22.25
EQX1004,Crane,1,2,False,0,0.9158878504672897,0.18,20,0,,,,
EQX1004,Crane,2,6,False,0,1.0,0.0,12,1,0.9158878504672897,0.18,0.9158878504672897,20.0
EQX1004,Crane,3,3,False,0,0.22413793103448276,0.9,27,2,0.9579439252336448,0.09,1.0,16.0
EQX1004,Crane,4,10,False,0,0.3125,0.6599999999999999,19,3,0.7133419271672574,0.36000000000000004,0.22413793103448276,19.666666666666668
EQX1004,Crane,5,1,False,0,0.32142857142857145,0.76,21,4,0.6131314453754431,0.43499999999999994,0.3125,19.5
EQX1004,Crane,6,4,False,0,1.0,0.0,15,5,0.5547908705860688,0.5,0.32142857142857145,19.8
EQX1004,Crane,7,7,False,0,0.7468354430379747,0.4,29,6,0.6289923921550573,0.4166666666666667,1.0,19.0
EQX1004,Crane,8,15,False,1,0.4,0.6599999999999999,9,7,0.6458271137097598,0.41428571428571426,0.7468354430379747,20.428571428571427
EQX1004,Crane,9,9,False,0,0.08620689655172414,1.06,28,8,0.6150987244960399,0.44499999999999995,0.4,19.0
EQX1004,Crane,10,0,False,0,0.11320754716981132,0.9400000000000001,18,9,0.5563329658355604,0.5133333333333333,0.08620689655172414,20.0
EQX1004,Crane,11,5,False,0,0.28813559322033894,0.8400000000000001,23,10,0.5120204239689854,0.5559999999999999,0.11320754716981132,19.8
EQX1004,Crane,12,1,False,0,1.0,0.0,16,11,0.4916672575372903,0.5818181818181819,0.28813559322033894,20.09090909090909
EQX1004,Crane,13,4,False,0,0.09803921568627452,0.9199999999999999,16,12,0.5340283194091827,0.5333333333333333,1.0,19.75
EQX1004,Crane,14,6,False,0,0.29411764705882354,0.72,14,13,0.5004906960458821,0.5630769230769231,0.09803921568627452,19.46153846153846
EQX1004,Crane,15,3,True,,0.7583892617449665,0.72,10,14,0.4857497639753779,0.5742857142857142,0.29411764705882354,19.071428571428573
EQX1005,Bulldozer,1,15,False,1,0.46511627906976744,0.575,19,0,,,,
EQX1005,Bulldozer,2,30,False,1,0.29268292682926833,0.725,16,1,0.46511627906976744,0.575,0.46511627906976744,19.0
EQX1005,Bulldozer,3,0,False,0,0.175,0.825,13,2,0.37889960294951786,0.6499999999999999,0.29268292682926833,17.5
EQX1005,Bulldozer,4,14,False,1,0.25882352941176473,0.7875,28,3,0.3109330686330119,0.7083333333333334,0.175,16.0
EQX1005,Bulldozer,5,2,False,0,0.3448275862068966,0.7125,19,4,0.2979056838277001,0.7281249999999999,0.25882352941176473,19.0
EQX1005,Bulldozer,6,5,False,0,0.2873563218390805,0.775,24,5,0.3072900643035394,0.725,0.3448275862068966,19.0
EQX1005,Bulldozer,7,0,False,0,0.4024390243902439,0.6125,19,6,0.3039677738927962,0.7333333333333334,0.2873563218390805,19.833333333333332
EQX1005,Bulldozer,8,14,False,1,0.26881720430107525,0.85,18,7,0.3180350953924317,0.7160714285714286,0.4024390243902439,19.714285714285715
EQX1005,Bulldozer,9,19,False,1,0.3012048192771084,0.725,17,8,0.3118828590060121,0.7328125,0.26881720430107525,19.5
EQX1005,Bulldozer,10,5,False,0,0.22619047619047616,0.8125,13,9,0.31069641014724503,0.7319444444444445,0.3012048192771084,19.22222222222222
EQX1005,Bulldozer,11,25,False,1,0.17045454545454544,0.9125,18,10,0.30224581675156814,0.74,0.22619047619047616,18.6
EQX1005,Bulldozer,12,8,True,,0.5647058823529412,0.4625,28,11,0.29026479208820244,0.7556818181818182,0.17045454545454544,18.545454545454547
EQX1006,Bulldozer,1,32,False,1,0.4302325581395348,0.6125,24,0,,,,
EQX1006,Bulldozer,2,4,False,0,0.37499999999999994,0.6875,12,1,0.4302325581395348,0.6125,0.4302325581395348,24.0
EQX1006,Bulldozer,3,16,False,1,0.3703703703703704,0.6375,28,2,0.4026162790697674,0.65,0.37499999999999994,18.0
EQX1006,Bulldozer,4,26,False,1,0.5072463768115941,0.425,22,3,0.39186764283663506,0.6458333333333334,0.3703703703703704,21.333333333333332
EQX1006,Bulldozer,5,72,False,1,0.7565789473684211,0.4625,16,4,0.4207123263303748,0.590625,0.5072463768115941,21.5
EQX1006,Bulldozer,6,3,False,0,0.6352941176470589,0.3875,26,5,0.4878856505379841,0.5650000000000001,0.7565789473684211,20.4
EQX1006,Bulldozer,7,43,True,,0.5730337078651686,0.475,17,6,0.5124537283894965,0.5354166666666667,0.6352941176470589,21.333333333333332
EQX1007,Crane,1,19,False,1,0.2542372881355932,0.8800000000000001,15,0,,,,
EQX1007,Crane,2,4,False,0,0.8346456692913387,0.42000000000000004,21,1,0.2542372881355932,0.8800000000000001,0.2542372881355932,15.0
EQX1007,Crane,3,6,False,0,0.5,0.5599999999999999,14,2,0.5444414787134659,0.6500000000000001,0.8346456692913387,18.0
EQX1007,Crane,4,1,False,0,0.46428571428571436,0.6,26,3,0.5296276524756439,0.62,0.5,16.666666666666668
EQX1007,Crane,5,1,False,0,0.4444444444444444,0.6,9,4,0.5132921679281616,0.615,0.46428571428571436,19.0
EQX1007,Crane,6,31,False,1,0.18032786885245905,1.0,27,5,0.4995226232314181,0.612,0.4444444444444444,17.0
EQX1007,Crane,7,18,False,1,0.25,0.78,18,6,0.44632349750159167,0.6766666666666667,0.18032786885245905,18.666666666666668
EQX1007,Crane,8,9,False,0,0.48148148148148145,0.5599999999999999,20,7,0.41827728357279287,0.6914285714285714,0.25,18.571428571428573
EQX1007,Crane,9,19,False,1,0.4032258064516129,0.74,17,8,0.4261778083113789,0.675,0.48148148148148145,18.75
EQX1007,Crane,10,40,False,1,0.020408163265306124,0.96,10,9,0.423627585882516,0.6822222222222222,0.4032258064516129,18.555555555555557
EQX1007,Crane,11,0,True,,0.24137931034482754,0.8800000000000001,22,10,0.383305643620795,0.71,0.020408163265306124,17.7
EQX1008,Bulldozer,1,24,False,1,0.775,0.225,12,0,,,,
EQX1008,Bulldozer,2,16,False,1,0.7272727272727273,0.3,11,1,0.775,0.225,0.775,12.0
EQX1008,Bulldozer,3,26,False,1,0.6162790697674418,0.4125,23,2,0.7511363636363637,0.2625,0.7272727272727273,11.5
EQX1008,Bulldozer,4,30,False,1,0.4942528735632184,0.55,23,3,0.706183932346723,0.3125,0.6162790697674418,15.333333333333334
EQX1008,Bulldozer,5,2,False,0,0.5932203389830508,0.3,29,4,0.6532011676508469,0.371875,0.4942528735632184,17.25
EQX1008,Bulldozer,6,19,False,1,0.5982142857142858,0.5625,20,5,0.6412050019172877,0.35750000000000004,0.5932203389830508,19.6
EQX1008,Bulldozer,7,0,False,0,0.48780487804878053,0.525,14,6,0.6340398825501207,0.39166666666666666,0.5982142857142858,19.666666666666668
EQX1008,Bulldozer,8,33,False,1,0.47191011235955055,0.5875,28,7,0.6131491676213578,0.4107142857142857,0.48780487804878053,18.857142857142858
EQX1008,Bulldozer,9,23,True,,0.6265060240963856,0.3875,9,8,0.5954942857136319,0.43281250000000004,0.47191011235955055,20.0
EQX1009,Excavator,1,34,False,1,0.6021505376344085,0.4625,9,0,,,,
EQX1009,Excavator,2,31,False,1,0.6666666666666667,0.3625,26,1,0.6021505376344085,0.4625,0.6021505376344085,9.0
EQX1009,Excavator,3,13,False,0,0.881578947368421,0.1125,17,2,0.6344086021505376,0.4125,0.6666666666666667,17.5
EQX1009,Excavator,4,94,False,1,0.776470588235294,0.2375,12,3,0.7167987172231655,0.3125,0.881578947368421,17.333333333333332
EQX1009,Excavator,5,4,False,0,0.6744186046511628,0.35,21,4,0.7317166849761976,0.29375,0.776470588235294,16.0
EQX1009,Excavator,6,21,False,1,0.6071428571428572,0.4125,26,5,0.7202570689111906,0.305,0.6744186046511628,17.0
EQX1009,Excavator,7,18,True,,0.7790697674418605,0.2375,16,6,0.7014047002831351,0.3229166666666667,0.6071428571428572,18.5
EQX1010,Bulldozer,1,5,False,0,0.35802469135802467,0.65,25,0,,,,
EQX1010,Bulldozer,2,23,False,1,0.21839080459770116,0.85,10,1,0.35802469135802467,0.65,0.35802469135802467,25.0
EQX1010,Bulldozer,3,21,False,1,0.3478260869565218,0.75,25,2,0.2882077479778629,0.75,0.21839080459770116,17.5
EQX1010,Bulldozer,4,28,False,1,0.22891566265060237,0.8,22,3,0.3080805276374159,0.75,0.3478260869565218,20.0
EQX1010,Bulldozer,5,47,False,1,0.358974358974359,0.625,26,4,0.2882893113907125,0.7625,0.22891566265060237,20.5
EQX1010,Bulldozer,6,5,False,0,0.4125,0.5875,10,5,0.30242632090744176,0.735,0.358974358974359,21.6
EQX1010,Bulldozer,7,14,False,1,0.39024390243902446,0.625,11,6,0.3207719340895348,0.7104166666666667,0.4125,19.666666666666668
EQX1010,Bulldozer,8,4,False,0,0.37349397590361444,0.65,15,7,0.33069650099660475,0.6982142857142858,0.39024390243902446,18.428571428571427
EQX1010,Bulldozer,9,7,False,0,0.33333333333333337,0.725,22,8,0.336046185359981,0.6921875,0.37349397590361444,18.0
EQX1010,Bulldozer,10,0,False,0,0.48235294117647054,0.55,15,9,0.33574475735702014,0.6958333333333333,0.33333333333333337,18.444444444444443
EQX1010,Bulldozer,11,15,True,,0.2195121951219512,0.8,28,10,0.35040557573896514,0.68125,0.48235294117647054,18.1
EQX1011,Crane,1,29,False,1,0.6371681415929203,0.82,14,0,,,,
EQX1011,Crane,2,16,False,1,0.9791666666666667,0.02,28,1,0.6371681415929203,0.82,0.6371681415929203,14.0
EQX1011,Crane,3,18,False,1,0.7500000000000001,0.27999999999999997,10,2,0.8081674041297935,0.42,0.9791666666666667,21.0
EQX1011,Crane,4,41,False,1,0.703125,0.38,23,3,0.7887782694198625,0.3733333333333333,0.7500000000000001,17.333333333333332
EQX1011,Crane,5,44,False,1,0.5857142857142856,0.58,29,4,0.7673649520648969,0.375,0.703125,18.75
EQX1011,Crane,6,11,False,0,0.9495798319327732,0.12,20,5,0.7310348187947746,0.41600000000000004,0.5857142857142856,20.8
EQX1011,Crane,7,3,False,0,0.8846153846153847,0.12,23,6,0.7674589876511076,0.36666666666666664,0.9495798319327732,20.666666666666668
EQX1011,Crane,8,28,True,,0.7868852459016393,0.26,22,7,0.7841956157888615,0.3314285714285714,0.8846153846153847,21.0
EQX1012,Crane,1,10,False,0,0.8928571428571429,0.12,24,0,,,,
EQX1012,Crane,2,152,False,1,0.8275862068965517,0.2,12,1,0.8928571428571429,0.12,0.8928571428571429,24.0
EQX1012,Crane,3,49,False,1,0.5490196078431373,0.45999999999999996,10,2,0.8602216748768473,0.16,0.8275862068965517,18.0
EQX1012,Crane,4,54,False,1,1.0,0.0,23,3,0.7564876525322773,0.26,0.5490196078431373,15.333333333333334
EQX1012,Crane,5,131,True,,0.9322033898305084,0.08,17,4,0.817365739399208,0.195,1.0,17.25
EQX1013,Crane,1,12,False,0,0.5892857142857143,0.45999999999999996,12,0,,,,
EQX1013,Crane,2,26,False,1,0.40740740740740744,0.64,16,1,0.5892857142857143,0.45999999999999996,0.5892857142857143,12.0
EQX1013,Crane,3,16,False,1,0.7719298245614036,0.26,18,2,0.49834656084656087,0.55,0.40740740740740744,14.0
EQX1013,Crane,4,26,False,1,0.4727272727272727,0.58,17,3,0.5895409820848417,0.4533333333333333,0.7719298245614036,15.333333333333334
EQX1013,Crane,5,0,False,0,0.627450980392157,0.38,27,4,0.5603375547454496,0.485,0.4727272727272727,15.75
EQX1013,Crane,6,75,False,1,0.5686274509803921,0.44000000000000006,27,5,0.573760239874791,0.46399999999999997,0.627450980392157,18.0
EQX1013,Crane,7,2,False,0,0.7358490566037736,0.27999999999999997,16,6,0.5729047750590578,0.45999999999999996,0.5686274509803921,19.5
EQX1013,Crane,8,2,False,0,0.4583333333333333,0.52,28,7,0.5961825295654458,0.4342857142857143,0.7358490566037736,19.0
EQX1013,Crane,9,35,True,,0.574468085106383,0.4,15,8,0.5789513800364318,0.445,0.4583333333333333,20.125
EQX1014,Excavator,1,6,False,0,0.45,0.55,23,0,,,,
EQX1014,Excavator,2,19,False,1,0.28409090909090906,0.7875,26,1,0.45,0.55,0.45,23.0
EQX1014,Excavator,3,18,False,1,0.4367816091954023,0.6125,26,2,0.36704545454545456,0.66875,0.28409090909090906,24.5
EQX1014,Excavator,4,0,False,0,0.4069767441860465,0.6375,21,3,0.39029083942877046,0.65,0.4367816091954023,25.0
EQX1014,Excavator,5,13,False,0,0.8333333333333333,0.175,23,4,0.3944623156180895,0.646875,0.4069767441860465,24.0
EQX1014,Excavator,6,16,False,1,0.9035087719298246,0.1375,26,5,0.48223651916113824,0.5525,0.8333333333333333,23.8
EQX1014,Excavator,7,7,False,0,0.5176470588235295,0.5125,24,6,0.5524485612892526,0.48333333333333334,0.9035087719298246,24.166666666666668
EQX1014,Excavator,8,15,False,1,0.4945054945054945,0.575,22,7,0.5474769180798635,0.4875,0.5176470588235295,24.142857142857142
EQX1014,Excavator,9,13,False,0,0.7023809523809524,0.3125,23,8,0.5408554901330674,0.4984375,0.4945054945054945,23.875
EQX1014,Excavator,10,8,True,,0.5432098765432098,0.4625,13,9,0.5588027637161658,0.47777777777777775,0.7023809523809524,23.77777777777778
EQX1015,Bulldozer,1,44,False,1,0.8470588235294118,0.1625,17,0,,,,
EQX1015,Bulldozer,2,34,False,1,0.6823529411764706,0.3375,10,1,0.8470588235294118,0.1625,0.8470588235294118,17.0
EQX1015,Bulldozer,3,25,False,1,0.9638554216867469,0.0375,19,2,0.7647058823529411,0.25,0.6823529411764706,13.5
EQX1015,Bulldozer,4,123,False,1,0.8953488372093024,0.1125,23,3,0.8310890621308764,0.17916666666666667,0.9638554216867469,15.333333333333334
EQX1015,Bulldozer,5,10,False,0,0.8823529411764706,0.125,23,4,0.847154005900483,0.1625,0.8953488372093024,17.25
EQX1015,Bulldozer,6,8,True,,0.7804878048780487,0.225,18,5,0.8541937929556804,0.155,0.8823529411764706,18.4
EQX1016,Excavator,1,5,False,0,0.7093023255813954,0.3125,24,0,,,,
EQX1016,Excavator,2,16,False,1,0.9230769230769231,0.075,18,1,0.7093023255813954,0.3125,0.7093023255813954,24.0
EQX1016,Excavator,3,2,False,0,0.7303370786516854,0.3,13,2,0.8161896243291593,0.19375,0.9230769230769231,21.0
EQX1016,Excavator,4,10,False,0,0.6842105263157895,0.3,19,3,0.7875721091033346,0.22916666666666666,0.7303370786516854,18.333333333333332
EQX1016,Excavator,5,64,False,1,0.8953488372093024,0.1125,28,4,0.7617317134064483,0.246875,0.6842105263157895,18.5
EQX1016,Excavator,6,12,False,0,0.9529411764705882,0.05,27,5,0.7884551381670192,0.22000000000000003,0.8953488372093024,20.4
EQX1016,Excavator,7,10,False,0,0.85,0.15,26,6,0.8158694778842807,0.19166666666666665,0.9529411764705882,21.5
EQX1016,Excavator,8,58,True,,0.8235294117647058,0.1875,20,7,0.8207452667579549,0.18571428571428572,0.85,22.142857142857142
EQX1017,Excavator,1,2,False,0,0.6265060240963856,0.3875,28,0,,,,
EQX1017,Excavator,2,12,False,0,0.5324675324675324,0.45,22,1,0.6265060240963856,0.3875,0.6265060240963856,28.0
EQX1017,Excavator,3,6,False,0,0.7012987012987013,0.2875,25,2,0.579486778281959,0.41875,0.5324675324675324,25.0
EQX1017,Excavator,4,19,False,1,0.8202247191011235,0.2,19,3,0.6200907526208731,0.375,0.7012987012987013,25.0
EQX1017,Excavator,5,9,False,0,0.776470588235294,0.2375,24,4,0.6701242442409356,0.33125,0.8202247191011235,23.5
EQX1017,Excavator,6,3,False,0,0.4230769230769231,0.5625,18,5,0.6913935130398073,0.3125,0.776470588235294,23.6
EQX1017,Excavator,7,6,False,0,0.8026315789473684,0.1875,15,6,0.6466740813793267,0.3541666666666667,0.4230769230769231,22.666666666666668
EQX1017,Excavator,8,27,False,1,1.0,0.0,14,7,0.6689537238890468,0.33035714285714285,0.8026315789473684,21.571428571428573
EQX1017,Excavator,9,31,False,1,0.532608695652174,0.5375,17,8,0.710334508402916,0.2890625,1.0,20.625
EQX1017,Excavator,10,12,False,0,0.82,0.225,26,9,0.6905871958750558,0.31666666666666665,0.532608695652174,20.22222222222222
EQX1017,Excavator,11,14,True,,0.6790123456790124,0.325,27,10,0.7035284762875502,0.3075,0.82,20.8
EQX1018,Excavator,1,24,False,1,0.5975609756097562,0.4125,24,0,,,,
EQX1018,Excavator,2,34,False,1,0.728395061728395,0.275,20,1,0.5975609756097562,0.4125,0.5975609756097562,24.0
EQX1018,Excavator,3,23,False,1,0.8072289156626505,0.2,17,2,0.6629780186690756,0.34375,0.728395061728395,22.0
EQX1018,Excavator,4,3,False,0,0.6444444444444444,0.4,12,3,0.7110616510002673,0.29583333333333334,0.8072289156626505,20.333333333333332
EQX1018,Excavator,5,64,False,1,0.6582278481012658,0.3375,21,4,0.6944073493613115,0.321875,0.6444444444444444,18.25
EQX1018,Excavator,6,6,False,0,0.788235294117647,0.225,10,5,0.6871714491093024,0.325,0.6582278481012658,18.8
EQX1018,Excavator,7,17,False,1,0.5888888888888889,0.4625,24,6,0.7040154232773599,0.30833333333333335,0.788235294117647,17.333333333333332
EQX1018,Excavator,8,75,True,,0.6024096385542168,0.4125,19,7,0.6875687755075782,0.33035714285714285,0.5888888888888889,18.285714285714285
EQX1019,Bulldozer,1,9,False,0,0.3068181818181818,0.7625,11,0,,,,
EQX1019,Bulldozer,2,2,False,0,0.4875,0.5125,24,1,0.3068181818181818,0.7625,0.3068181818181818,11.0
EQX1019,Bulldozer,3,22,False,1,0.48837209302325574,0.55,26,2,0.3971590909090909,0.6375,0.4875,17.5
EQX1019,Bulldozer,4,4,False,0,0.12195121951219513,0.9,13,3,0.42756342494714583,0.6083333333333333,0.48837209302325574,20.333333333333332
EQX1019,Bulldozer,5,2,False,0,0.4698795180722891,0.55,16,4,0.3511603735884082,0.68125,0.12195121951219513,18.5
EQX1019,Bulldozer,6,12,False,0,0.2716049382716049,0.7375,16,5,0.37490420248518436,0.655,0.4698795180722891,18.0
EQX1019,Bulldozer,7,21,False,1,0.6542056074766356,0.4625,24,6,0.3576876584495878,0.6687500000000001,0.2716049382716049,17.666666666666668
EQX1019,Bulldozer,8,1,False,0,0.23863636363636362,0.8375,10,7,0.40004736545345176,0.6392857142857142,0.6542056074766356,18.571428571428573
EQX1019,Bulldozer,9,12,False,0,0.6722689075630252,0.4875,17,8,0.37987099022631576,0.6640625,0.23863636363636362,17.5
EQX1019,Bulldozer,10,16,False,1,0.25,0.8625,19,9,0.41235964770817235,0.6444444444444444,0.6722689075630252,17.444444444444443
EQX1019,Bulldozer,11,18,False,1,0.2613636363636363,0.8125,29,10,0.3961236829373551,0.66625,0.25,17.6
EQX1019,Bulldozer,12,33,True,,0.10714285714285714,0.9375,13,11,0.3838727696124716,0.6795454545454546,0.2613636363636363,18.636363636363637
EQX1020,Grader,1,1,False,0,0.8688524590163935,0.26666666666666666,14,0,,,,
EQX1020,Grader,2,48,False,1,0.6029411764705882,0.45,9,1,0.8688524590163935,0.26666666666666666,0.8688524590163935,14.0
EQX1020,Grader,3,9,False,0,0.6236559139784945,0.5833333333333334,19,2,0.7358968177434908,0.35833333333333334,0.6029411764705882,11.5
EQX1020,Grader,4,12,False,0,0.8548387096774193,0.15,14,3,0.6984831831551587,0.43333333333333335,0.6236559139784945,14.0
EQX1020,Grader,5,75,False,1,0.75,0.25,18,4,0.7375720647857239,0.3625,0.8548387096774193,14.0
EQX1020,Grader,6,21,False,1,0.9152542372881356,0.08333333333333333,12,5,0.7400576518285791,0.34,0.75,14.8
EQX1020,Grader,7,17,False,1,0.7377049180327869,0.26666666666666666,26,6,0.7692570827385051,0.2972222222222222,0.9152542372881356,14.333333333333334
EQX1020,Grader,8,20,False,1,0.8281249999999999,0.18333333333333335,26,7,0.7647496306376882,0.2928571428571428,0.7377049180327869,16.0
EQX1020,Grader,9,36,True,,0.8059701492537313,0.21666666666666667,17,8,0.7726715518079772,0.2791666666666667,0.8281249999999999,17.25
EQX1021,Grader,1,8,False,0,0.34920634920634924,0.6833333333333332,18,0,,,,
EQX1021,Grader,2,2,False,0,0.4666666666666666,0.5333333333333333,16,1,0.34920634920634924,0.6833333333333332,0.34920634920634924,18.0
EQX1021,Grader,3,6,False,0,0.6716417910447761,0.3666666666666667,15,2,0.40793650793650793,0.6083333333333333,0.4666666666666666,17.0
EQX1021,Grader,4,2,False,0,0.53125,0.5,20,3,0.4958382689725973,0.5277777777777778,0.6716417910447761,16.333333333333332
EQX1021,Grader,5,7,False,0,0.34285714285714286,0.7666666666666666,13,4,0.504691201729448,0.5208333333333333,0.53125,17.25
EQX1021,Grader,6,12,False,0,0.36231884057971014,0.7333333333333334,27,5,0.47232438995498693,0.57,0.34285714285714286,16.4
EQX1021,Grader,7,0,False,0,0.4126984126984127,0.6166666666666667,28,6,0.4539901317257742,0.5972222222222222,0.36231884057971014,18.166666666666668
EQX1021,Grader,8,56,False,1,0.49230769230769234,0.5499999999999999,17,7,0.44809131472186536,0.6,0.4126984126984127,19.571428571428573
EQX1021,Grader,9,3,False,0,0.5277777777777778,0.5666666666666667,16,8,0.45361836192009375,0.59375,0.49230769230769234,19.25
EQX1021,Grader,10,23,False,1,0.16417910447761197,0.9333333333333332,11,9,0.46185829701539194,0.5907407407407407,0.5277777777777778,18.88888888888889
EQX1021,Grader,11,0,False,0,0.8611111111111112,0.25,15,10,0.43209037776161396,0.625,0.16417910447761197,18.1
EQX1021,Grader,12,25,True,,0.4107142857142857,0.5499999999999999,22,11,0.4710922626115682,0.5909090909090909,0.8611111111111112,17.818181818181817
EQX1022,Bulldozer,1,12,False,0,0.7142857142857143,0.275,10,0,,,,
