Equipment ID,Type,Customer ID,Site ID,cycle_number,health_score,is_anomaly_pred,hard_rules,reasons,is_anomaly_ground_truth
EQX1005,Bulldozer,CUST05,S006,10,100,False,,,False
EQX1005,Bulldozer,CUST08,S006,11,100,False,,,False
EQX1005,Bulldozer,CUST02,S006,12,85,False,,Low utilization (engine 3.7 hrs/day < 8 expected),False
EQX1006,Bulldozer,CUST04,S006,1,100,False,,,False
EQX1006,Bulldozer,CUST15,S005,2,100,False,,,False
EQX1006,Bulldozer,CUST05,S004,3,100,False,,,False
EQX1006,Bulldozer,CUST13,S006,4,25,True,still_checked_out|penalty_charged,"Not returned - still checked out (expected 2025-05-19, 226d overdue) | Penalty charged | Low utilization (engine 3.4 hrs/day < 8 expected)",True
EQX1006,Bulldozer,CUST05,S002,5,20,True,no_operator,No operator assigned | High idle ratio (76% > 60% threshold) | Severe idle time (11.5 idle hrs/day) | Low utilization (engine 3.7 hrs/day < 8 expected),True
EQX1006,Bulldozer,CUST14,S004,6,60,False,,High idle ratio (64% > 60% threshold) | Low utilization (engine 3.1 hrs/day < 8 expected),False
EQX1006,Bulldozer,CUST09,S003,7,85,False,,Low utilization (engine 3.8 hrs/day < 8 expected),False
EQX1007,Crane,CUST17,S005,1,100,False,,,False
EQX1007,Crane,CUST08,,2,0,True,no_site|no_operator,No site assigned | No operator assigned | High idle ratio (83% > 50% threshold) | Severe idle time (10.6 idle hrs/day) | Low utilization (engine 2.1 hrs/day < 5 expected),True
EQX1007,Crane,CUST16,S003,3,100,False,,,False
EQX1007,Crane,CUST04,S001,4,100,False,,,False
EQX1007,Crane,CUST18,S005,5,100,False,,,False
EQX1007,Crane,CUST15,S005,6,100,False,,,False
EQX1007,Crane,CUST05,S006,7,100,False,,,False
EQX1007,Crane,CUST16,S005,8,100,False,,,False
EQX1007,Crane,CUST06,S006,9,100,False,,,False
EQX1007,Crane,CUST14,S001,10,100,False,,,False
EQX1007,Crane,CUST13,S002,11,100,False,,,False
EQX1008,Bulldozer,CUST13,S001,1,60,False,,High idle ratio (78% > 60% threshold) | Low utilization (engine 1.8 hrs/day < 8 expected),False
EQX1008,Bulldozer,CUST04,S003,2,60,False,,High idle ratio (73% > 60% threshold) | Low utilization (engine 2.4 hrs/day < 8 expected),False
EQX1008,Bulldozer,CUST02,S006,3,60,False,,High idle ratio (62% > 60% threshold) | Low utilization (engine 3.3 hrs/day < 8 expected),False
EQX1008,Bulldozer,CUST09,S001,4,100,False,,,False
EQX1008,Bulldozer,CUST05,S004,5,25,True,still_checked_out|penalty_charged,"Not returned - still checked out (expected 2025-07-14, 170d overdue) | Penalty charged | Low utilization (engine 2.4 hrs/day < 8 expected)",True
EQX1008,Bulldozer,CUST10,S001,6,40,True,still_checked_out|penalty_charged,"Not returned - still checked out (expected 2025-08-05, 148d overdue) | Penalty charged",True
EQX1008,Bulldozer,CUST16,S006,7,100,False,,,False
EQX1008,Bulldozer,CUST07,S001,8,100,False,,,False
EQX1008,Bulldozer,CUST18,S003,9,60,False,,High idle ratio (63% > 60% threshold) | Low utilization (engine 3.1 hrs/day < 8 expected),False
EQX1009,Excavator,CUST03,S002,1,60,False,,High idle ratio (60% > 60% threshold) | Low utilization (engine 3.7 hrs/day < 8 expected),False
EQX1009,Excavator,CUST12,S001,2,60,False,,High idle ratio (67% > 60% threshold) | Low utilization (engine 2.9 hrs/day < 8 expected),False
EQX1009,Excavator,CUST17,S003,3,60,False,,High idle ratio (88% > 60% threshold) | Low utilization (engine 0.9 hrs/day < 8 expected),False
EQX1009,Excavator,CUST17,S001,4,60,False,,High idle ratio (78% > 60% threshold) | Low utilization (engine 1.9 hrs/day < 8 expected),False
EQX1009,Excavator,CUST14,S003,5,60,False,,High idle ratio (67% > 60% threshold) | Low utilization (engine 2.8 hrs/day < 8 expected),False
EQX1009,Excavator,CUST09,S001,6,60,False,,High idle ratio (61% > 60% threshold) | Low utilization (engine 3.3 hrs/day < 8 expected),False
EQX1009,Excavator,CUST17,S005,7,60,False,,High idle ratio (78% > 60% threshold) | Low utilization (engine 1.9 hrs/day < 8 expected),False
EQX1010,Bulldozer,CUST02,S004,1,100,False,,,False
EQX1010,Bulldozer,CUST08,S003,2,100,False,,,False
EQX1010,Bulldozer,CUST01,S006,3,100,False,,,False
EQX1010,Bulldozer,CUST10,S004,4,100,False,,,False
EQX1010,Bulldozer,CUST18,S004,5,100,False,,,False
EQX1010,Bulldozer,CUST17,S002,6,100,False,,,False
EQX1010,Bulldozer,CUST15,S006,7,100,False,,,False
EQX1010,Bulldozer,CUST17,S002,8,100,False,,,False
EQX1010,Bulldozer,CUST15,S003,9,100,False,,,False
EQX1010,Bulldozer,CUST07,S005,10,100,False,,,False
EQX1010,Bulldozer,CUST15,S005,11,100,False,,,False
EQX1011,Crane,CUST08,S004,1,15,True,still_checked_out|penalty_charged,"Not returned - still checked out (expected 2025-01-15, 350d overdue) | Penalty charged | High idle ratio (64% > 50% threshold)",True
EQX1011,Crane,CUST12,S005,2,60,False,,High idle ratio (98% > 50% threshold) | Low utilization (engine 0.1 hrs/day < 5 expected),False
EQX1011,Crane,CUST06,S001,3,60,False,,High idle ratio (75% > 50% threshold) | Low utilization (engine 1.4 hrs/day < 5 expected),False
EQX1011,Crane,CUST08,S005,4,60,False,,High idle ratio (70% > 50% threshold) | Low utilization (engine 1.9 hrs/day < 5 expected),False
EQX1011,Crane,CUST09,S001,5,0,True,still_checked_out|unpaid_penalty,"Not returned - still checked out (expected 2025-07-28, 156d overdue) | Penalty charged and unpaid | High idle ratio (59% > 50% threshold)",True
EQX1011,Crane,CUST18,S004,6,40,True,,High idle ratio (95% > 50% threshold) | Severe idle time (11.3 idle hrs/day) | Low utilization (engine 0.6 hrs/day < 5 expected),True
EQX1011,Crane,CUST06,S002,7,60,False,,High idle ratio (88% > 50% threshold) | Low utilization (engine 0.6 hrs/day < 5 expected),False
EQX1011,Crane,CUST06,S001,8,60,False,,High idle ratio (79% > 50% threshold) | Low utilization (engine 1.3 hrs/day < 5 expected),False
EQX1012,Crane,CUST10,S006,1,60,False,,High idle ratio (89% > 50% threshold) | Low utilization (engine 0.6 hrs/day < 5 expected),False
EQX1012,Crane,CUST14,S004,2,60,False,,High idle ratio (83% > 50% threshold) | Low utilization (engine 1.0 hrs/day < 5 expected),False
EQX1012,Crane,CUST09,S003,3,60,False,,High idle ratio (55% > 50% threshold) | Low utilization (engine 2.3 hrs/day < 5 expected),False
EQX1012,Crane,CUST17,S006,4,60,False,,High idle ratio (100% > 50% threshold) | Low utilization (engine 0.0 hrs/day < 5 expected),False
EQX1012,Crane,CUST09,S004,5,60,False,,High idle ratio (93% > 50% threshold) | Low utilization (engine 0.4 hrs/day < 5 expected),False
EQX1013,Crane,CUST08,S004,1,60,False,,High idle ratio (59% > 50% threshold) | Low utilization (engine 2.3 hrs/day < 5 expected),False
EQX1013,Crane,CUST02,S006,2,100,False,,,False
EQX1013,Crane,CUST04,S005,3,60,False,,High idle ratio (77% > 50% threshold) | Low utilization (engine 1.3 hrs/day < 5 expected),False
EQX1013,Crane,CUST01,S001,4,100,False,,,False
EQX1013,Crane,CUST12,S004,5,60,False,,High idle ratio (63% > 50% threshold) | Low utilization (engine 1.9 hrs/day < 5 expected),False
EQX1013,Crane,CUST03,S006,6,60,False,,High idle ratio (57% > 50% threshold) | Low utilization (engine 2.2 hrs/day < 5 expected),False
EQX1013,Crane,CUST11,S006,7,60,False,,High idle ratio (74% > 50% threshold) | Low utilization (engine 1.4 hrs/day < 5 expected),False
EQX1013,Crane,CUST13,S004,8,100,False,,,False
EQX1013,Crane,CUST06,S005,9,60,False,,High idle ratio (57% > 50% threshold) | Low utilization (engine 2.0 hrs/day < 5 expected),False
EQX1014,Excavator,CUST16,S006,1,100,False,,,False
EQX1014,Excavator,CUST01,S001,2,100,False,,,False
EQX1014,Excavator,CUST06,S002,3,100,False,,,False
EQX1014,Excavator,CUST15,S001,4,100,False,,,False
EQX1014,Excavator,CUST11,S003,5,60,False,,High idle ratio (83% > 60% threshold) | Low utilization (engine 1.4 hrs/day < 8 expected),False
EQX1014,Excavator,CUST06,S004,6,40,True,,High idle ratio (90% > 60% threshold) | Severe idle time (10.3 idle hrs/day) | Low utilization (engine 1.1 hrs/day < 8 expected),True
EQX1014,Excavator,CUST16,S006,7,100,False,,,False
EQX1014,Excavator,CUST02,S006,8,100,False,,,False
EQX1014,Excavator,CUST10,S004,9,60,False,,High idle ratio (70% > 60% threshold) | Low utilization (engine 2.5 hrs/day < 8 expected),False
EQX1014,Excavator,CUST07,S001,10,85,False,,Low utilization (engine 3.7 hrs/day < 8 expected),False
EQX1015,Bulldozer,CUST15,S002,1,60,False,,High idle ratio (85% > 60% threshold) | Low utilization (engine 1.3 hrs/day < 8 expected),False
EQX1015,Bulldozer,CUST07,S002,2,60,False,,High idle ratio (68% > 60% threshold) | Low utilization (engine 2.7 hrs/day < 8 expected),False
EQX1015,Bulldozer,CUST02,S001,3,60,False,,High idle ratio (96% > 60% threshold) | Low utilization (engine 0.3 hrs/day < 8 expected),False
EQX1015,Bulldozer,CUST02,S003,4,60,False,,High idle ratio (90% > 60% threshold) | Low utilization (engine 0.9 hrs/day < 8 expected),False
EQX1015,Bulldozer,CUST14,S003,5,60,False,,High idle ratio (88% > 60% threshold) | Low utilization (engine 1.0 hrs/day < 8 expected),False
EQX1015,Bulldozer,CUST06,S001,6,60,False,,High idle ratio (78% > 60% threshold) | Low utilization (engine 1.8 hrs/day < 8 expected),False
EQX1016,Excavator,CUST06,S001,1,60,False,,High idle ratio (71% > 60% threshold) | Low utilization (engine 2.5 hrs/day < 8 expected),False
EQX1016,Excavator,CUST16,S002,2,60,False,,High idle ratio (92% > 60% threshold) | Low utilization (engine 0.6 hrs/day < 8 expected),False
EQX1016,Excavator,CUST13,S004,3,60,False,,High idle ratio (73% > 60% threshold) | Low utilization (engine 2.4 hrs/day < 8 expected),False
EQX1016,Excavator,CUST07,S001,4,60,False,,High idle ratio (68% > 60% threshold) | Low utilization (engine 2.4 hrs/day < 8 expected),False
EQX1016,Excavator,CUST09,S005,5,60,False,,High idle ratio (90% > 60% threshold) | Low utilization (engine 0.9 hrs/day < 8 expected),False
EQX1016,Excavator,CUST11,S006,6,60,False,,High idle ratio (95% > 60% threshold) | Low utilization (engine 0.4 hrs/day < 8 expected),False
EQX1016,Excavator,CUST10,S006,7,60,False,,High idle ratio (85% > 60% threshold) | Low utilization (engine 1.2 hrs/day < 8 expected),False
EQX1016,Excavator,CUST18,S002,8,60,False,,High idle ratio (82% > 60% threshold) | Low utilization (engine 1.5 hrs/day < 8 expected),False
EQX1017,Excavator,CUST04,S001,1,60,False,,High idle ratio (63% > 60% threshold) | Low utilization (engine 3.1 hrs/day < 8 expected),False
EQX1017,Excavator,CUST06,S005,2,85,False,,Low utilization (engine 3.6 hrs/day < 8 expected),False
EQX1017,Excavator,CUST02,S006,3,60,False,,High idle ratio (70% > 60% threshold) | Low utilization (engine 2.3 hrs/day < 8 expected),False
EQX1017,Excavator,CUST07,S004,4,60,False,,High idle ratio (82% > 60% threshold) | Low utilization (engine 1.6 hrs/day < 8 expected),False
EQX1017,Excavator,CUST06,S002,5,60,False,,High idle ratio (78% > 60% threshold) | Low utilization (engine 1.9 hrs/day < 8 expected),False
EQX1017,Excavator,CUST05,S006,6,100,False,,,False
EQX1017,Excavator,CUST07,S005,7,60,False,,High idle ratio (80% > 60% threshold) | Low utilization (engine 1.5 hrs/day < 8 expected),False
EQX1017,Excavator,CUST11,S005,8,40,True,,High idle ratio (100% > 60% threshold) | Severe idle time (9.6 idle hrs/day) | Low utilization (engine 0.0 hrs/day < 8 expected),True
EQX1017,Excavator,CUST08,S003,9,100,False,,,False
EQX1017,Excavator,CUST09,S001,10,60,False,,High idle ratio (82% > 60% threshold) | Low utilization (engine 1.8 hrs/day < 8 expected),True
EQX1017,Excavator,CUST11,S002,11,60,False,,High idle ratio (68% > 60% threshold) | Low utilization (engine 2.6 hrs/day < 8 expected),False
EQX1018,Excavator,CUST17,S005,1,85,False,,Low utilization (engine 3.3 hrs/day < 8 expected),False
EQX1018,Excavator,CUST11,S002,2,60,False,,High idle ratio (73% > 60% threshold) | Low utilization (engine 2.2 hrs/day < 8 expected),False
EQX1018,Excavator,CUST08,S001,3,60,False,,High idle ratio (81% > 60% threshold) | Low utilization (engine 1.6 hrs/day < 8 expected),False
EQX1018,Excavator,CUST18,S002,4,60,False,,High idle ratio (64% > 60% threshold) | Low utilization (engine 3.2 hrs/day < 8 expected),False
EQX1018,Excavator,CUST10,S001,5,0,True,still_checked_out|penalty_charged,"Not returned - still checked out (expected 2025-06-28, 186d overdue) | Penalty charged | High idle ratio (66% > 60% threshold) | Low utilization (engine 2.7 hrs/day < 8 expected)",True
EQX1018,Excavator,CUST12,S003,6,60,False,,High idle ratio (79% > 60% threshold) | Low utilization (engine 1.8 hrs/day < 8 expected),False
EQX1018,Excavator,CUST15,S002,7,85,False,,Low utilization (engine 3.7 hrs/day < 8 expected),False
EQX1018,Excavator,CUST11,S001,8,60,False,,High idle ratio (60% > 60% threshold) | Low utilization (engine 3.3 hrs/day < 8 expected),False
EQX1019,Bulldozer,CUST01,S003,1,100,False,,,False
EQX1019,Bulldozer,CUST08,S001,2,100,False,,,False
EQX1019,Bulldozer,CUST10,S005,3,100,False,,,False
EQX1019,Bulldozer,CUST12,S001,4,100,False,,,False
EQX1019,Bulldozer,CUST05,S002,5,100,False,,,False
EQX1019,Bulldozer,CUST10,S006,6,100,False,,,False
EQX1019,Bulldozer,CUST05,S002,7,0,True,still_checked_out|unpaid_penalty,"Not returned - still checked out (expected 2025-07-01, 183d overdue) | Penalty charged and unpaid | High idle ratio (65% > 60% threshold) | Low utilization (engine 3.7 hrs/day < 8 expected)",True
EQX1019,Bulldozer,CUST17,S006,8,100,False,,,False
EQX1019,Bulldozer,CUST17,S001,9,0,True,still_checked_out|penalty_charged,"Not returned - still checked out (expected 2025-08-19, 134d overdue) | Penalty charged | High idle ratio (67% > 60% threshold) | Low utilization (engine 3.9 hrs/day < 8 expected)",True
EQX1019,Bulldozer,CUST17,S006,10,100,False,,,False
EQX1019,Bulldozer,CUST16,S005,11,100,False,,,False
EQX1019,Bulldozer,CUST10,S003,12,100,False,,,False
EQX1020,Grader,CUST06,S001,1,40,True,,High idle ratio (87% > 55% threshold) | Severe idle time (10.6 idle hrs/day) | Low utilization (engine 1.6 hrs/day < 6 expected),True
EQX1020,Grader,CUST12,S002,2,60,False,,High idle ratio (60% > 55% threshold) | Low utilization (engine 2.7 hrs/day < 6 expected),False
EQX1020,Grader,CUST06,S004,3,0,True,still_checked_out|unpaid_penalty,"Not returned - still checked out (expected 2025-04-02, 273d overdue) | Penalty charged and unpaid | High idle ratio (62% > 55% threshold)",True
EQX1020,Grader,CUST07,S006,4,60,False,,High idle ratio (85% > 55% threshold) | Low utilization (engine 0.9 hrs/day < 6 expected),False
EQX1020,Grader,CUST12,S006,5,60,False,,High idle ratio (75% > 55% threshold) | Low utilization (engine 1.5 hrs/day < 6 expected),False
EQX1020,Grader,CUST12,S001,6,60,False,,High idle ratio (92% > 55% threshold) | Low utilization (engine 0.5 hrs/day < 6 expected),False
EQX1020,Grader,CUST17,S005,7,60,False,,High idle ratio (74% > 55% threshold) | Low utilization (engine 1.6 hrs/day < 6 expected),False
EQX1020,Grader,CUST05,S002,8,60,False,,High idle ratio (83% > 55% threshold) | Low utilization (engine 1.1 hrs/day < 6 expected),False
EQX1020,Grader,CUST15,S006,9,60,False,,High idle ratio (81% > 55% threshold) | Low utilization (engine 1.3 hrs/day < 6 expected),False
EQX1021,Grader,CUST14,S003,1,100,False,,,False
EQX1021,Grader,CUST08,S004,2,100,False,,,False
EQX1021,Grader,CUST12,S002,3,60,False,,High idle ratio (67% > 55% threshold) | Low utilization (engine 2.2 hrs/day < 6 expected),False
EQX1021,Grader,CUST16,S006,4,100,False,,,False
EQX1021,Grader,CUST06,S001,5,100,False,,,False
EQX1021,Grader,CUST06,S006,6,100,False,,,False
EQX1021,Grader,CUST04,S004,7,100,False,,,False
EQX1021,Grader,CUST02,S002,8,100,False,,,False
EQX1021,Grader,CUST02,S004,9,100,False,,,False
EQX1021,Grader,CUST01,S005,10,100,False,,,False
EQX1021,Grader,CUST11,S006,11,40,True,,High idle ratio (86% > 55% threshold) | Severe idle time (9.3 idle hrs/day) | Low utilization (engine 1.5 hrs/day < 6 expected),True
EQX1021,Grader,CUST07,S006,12,100,False,,,False
EQX1022,Bulldozer,CUST17,S001,1,60,False,,High idle ratio (71% > 60% threshold) | Low utilization (engine 2.2 hrs/day < 8 expected),False
EQX1022,Bulldozer,CUST14,S004,2,60,False,,High idle ratio (74% > 60% threshold) | Low utilization (engine 2.3 hrs/day < 8 expected),False
EQX1022,Bulldozer,CUST14,S002,3,60,False,,High idle ratio (73% > 60% threshold) | Low utilization (engine 2.5 hrs/day < 8 expected),False
EQX1022,Bulldozer,CUST09,S003,4,60,False,,High idle ratio (80% > 60% threshold) | Low utilization (engine 1.7 hrs/day < 8 expected),False
EQX1022,Bulldozer,CUST08,S001,5,60,False,,High idle ratio (72% > 60% threshold) | Low utilization (engine 2.2 hrs/day < 8 expected),False
EQX1022,Bulldozer,CUST04,S004,6,60,False,,High idle ratio (91% > 60% threshold) | Low utilization (engine 0.8 hrs/day < 8 expected),False
EQX1022,Bulldozer,CUST17,S006,7,60,False,,High idle ratio (85% > 60% threshold) | Low utilization (engine 1.3 hrs/day < 8 expected),False
EQX1022,Bulldozer,CUST09,S005,8,60,False,,High idle ratio (62% > 60% threshold) | Low utilization (engine 3.4 hrs/day < 8 expected),False
EQX1022,Bulldozer,CUST12,S006,9,75,False,,High idle ratio (64% > 60% threshold),True
EQX1023,Grader,CUST03,S006,1,60,False,,High idle ratio (65% > 55% threshold) | Low utilization (engine 1.9 hrs/day < 6 expected),False
EQX1023,Grader,CUST10,S001,2,60,False,,High idle ratio (83% > 55% threshold) | Low utilization (engine 1.1 hrs/day < 6 expected),False
EQX1023,Grader,CUST13,S005,3,0,True,still_checked_out|unpaid_penalty,"Not returned - still checked out (expected 2025-05-02, 243d overdue) | Penalty charged and unpaid | High idle ratio (76% > 55% threshold) | Low utilization (engine 1.1 hrs/day < 6 expected)",True
EQX1023,Grader,CUST17,S006,4,60,False,,High idle ratio (84% > 55% threshold) | Low utilization (engine 1.0 hrs/day < 6 expected),False
EQX1023,Grader,CUST09,S005,5,60,False,,High idle ratio (81% > 55% threshold) | Low utilization (engine 1.1 hrs/day < 6 expected),False
EQX1023,Grader,CUST12,S005,6,60,False,,High idle ratio (84% > 55% threshold) | Low utilization (engine 0.9 hrs/day < 6 expected),False
EQX1023,Grader,CUST02,S004,7,60,False,,High idle ratio (79% > 55% threshold) | Low utilization (engine 1.3 hrs/day < 6 expected),False
EQX1024,Crane,CUST10,,1,35,True,no_site,No site assigned | High idle ratio (70% > 50% threshold) | Severe idle time (10.1 idle hrs/day),True
EQX1024,Crane,CUST08,S002,2,60,False,,High idle ratio (69% > 50% threshold) | Low utilization (engine 1.8 hrs/day < 5 expected),False
EQX1024,Crane,CUST06,S004,3,75,False,,High idle ratio (52% > 50% threshold),False
EQX1024,Crane,CUST12,S002,4,60,False,,High idle ratio (57% > 50% threshold) | Low utilization (engine 2.3 hrs/day < 5 expected),False
EQX1024,Crane,CUST04,S004,5,100,False,,,False
EQX1024,Crane,CUST15,S004,6,60,False,,High idle ratio (78% > 50% threshold) | Low utilization (engine 1.1 hrs/day < 5 expected),False
EQX1024,Crane,CUST05,S002,7,100,False,,,False
EQX1024,Crane,CUST03,S003,8,40,True,,High idle ratio (100% > 50% threshold) | Severe idle time (12.7 idle hrs/day) | Low utilization (engine 0.0 hrs/day < 5 expected),True
EQX1024,Crane,CUST06,S003,9,75,False,,High idle ratio (52% > 50% threshold),False
EQX1025,Excavator,CUST17,S005,1,60,False,,High idle ratio (83% > 60% threshold) | Low utilization (engine 1.5 hrs/day < 8 expected),False
EQX1025,Excavator,CUST17,S005,2,85,False,,Low utilization (engine 3.4 hrs/day < 8 expected),False
EQX1025,Excavator,CUST02,S003,3,100,False,,,False
EQX1025,Excavator,CUST05,S005,4,60,False,,High idle ratio (77% > 60% threshold) | Low utilization (engine 2.2 hrs/day < 8 expected),False
EQX1025,Excavator,CUST12,S006,5,85,False,,Low utilization (engine 3.4 hrs/day < 8 expected),False
EQX1025,Excavator,CUST06,S001,6,100,False,,,False
EQX1025,Excavator,CUST15,S003,7,85,False,,Low utilization (engine 3.7 hrs/day < 8 expected),False
EQX1025,Excavator,CUST15,S004,8,100,False,,,False
EQX1025,Excavator,CUST13,S006,9,40,True,still_checked_out|penalty_charged,"Not returned - still checked out (expected 2025-10-02, 90d overdue) | Penalty charged",True
EQX1025,Excavator,CUST16,S004,10,60,False,,High idle ratio (62% > 60% threshold) | Low utilization (engine 3.4 hrs/day < 8 expected),False
EQX1025,Excavator,CUST17,S006,11,60,False,,High idle ratio (73% > 60% threshold) | Low utilization (engine 2.3 hrs/day < 8 expected),False
EQX1026,Grader,CUST06,S003,1,100,False,,,False
EQX1026,Grader,CUST06,S002,2,100,False,,,False
EQX1026,Grader,CUST02,S003,3,85,False,,Low utilization (engine 2.7 hrs/day < 6 expected),False
EQX1026,Grader,CUST17,S001,4,100,False,,,False
EQX1026,Grader,CUST10,S004,5,100,False,,,False
EQX1026,Grader,CUST15,,6,55,True,no_site,No site assigned | High idle ratio (68% > 55% threshold),True
EQX1026,Grader,CUST09,S004,7,40,True,,High idle ratio (100% > 55% threshold) | Severe idle time (12.1 idle hrs/day) | Low utilization (engine 0.0 hrs/day < 6 expected),True
EQX1026,Grader,CUST17,S002,8,100,False,,,False
EQX1026,Grader,CUST12,S004,9,100,False,,,False
EQX1026,Grader,CUST17,S002,10,100,False,,,False
EQX1026,Grader,CUST01,S004,11,100,False,,,False
EQX1026,Grader,CUST10,S001,12,100,False,,,False
EQX1026,Grader,CUST07,S001,13,100,False,,,False
EQX1027,Grader,CUST09,S004,1,100,False,,,False
