Equipment ID,Type,Customer ID,Site ID,Check-Out Date,Check-In Date,Expected Return Date,Actual Check-In Date,Engine Hours/Day,Idle Hours/Day,Operating Days,Last Operator ID,penalty_charged,penalty_paid,is_overdue_now,cycle_number,gap_days_to_next_checkout,is_anomaly_ground_truth,is_last_cycle,label,idle_ratio,utilization,rental_length_days,n_prior_cycles,prior_idle_ratio_mean,prior_utilization_mean,prior_idle_ratio_last,prior_rental_length_mean,reallocatable_probability,reallocatable_flag
EQX1002,Crane,CUST09,S004,2025-10-22,2025-11-14,2025-11-14,2025-11-14,3.9,2.2,23,OP157,False,,False,11,4,False,False,0,0.3606557377049181,0.78,23,10,0.4832932361792411,0.622,0.5087719298245614,20.0,0.3503,False
EQX1002,Crane,CUST10,S005,2025-11-18,2025-12-09,2025-12-09,2025-12-09,2.6,2.7,21,OP300,False,,False,12,10,False,True,,0.5094339622641509,0.52,21,11,0.47214437268157533,0.6363636363636364,0.3606557377049181,20.272727272727273,0.3405,False
EQX1003,Excavator,CUST13,S003,2025-01-01,2025-01-18,2025-01-18,2025-01-18,1.8,9.4,17,OP118,False,,False,1,21,True,False,1,0.8392857142857142,0.225,17,0,,,,,0.5833,True
EQX1003,Excavator,CUST15,S005,2025-02-08,2025-02-23,2025-02-23,2025-02-23,1.1,7.8,15,OP168,False,,False,2,30,False,False,1,0.8764044943820224,0.1375,15,1,0.8392857142857142,0.225,0.8392857142857142,17.0,0.7215,True
EQX1003,Excavator,CUST13,S005,2025-03-25,2025-04-23,2025-04-23,2025-04-23,6.3,2.9,29,OP141,False,,False,3,38,False,False,1,0.31521739130434784,0.7875,29,2,0.8578451043338683,0.18125000000000002,0.8764044943820224,16.0,0.6145,True
EQX1003,Excavator,CUST06,S006,2025-05-31,2025-06-14,2025-06-14,2025-06-14,4.5,4.0,14,OP240,False,,False,4,5,False,False,0,0.47058823529411764,0.5625,14,3,0.6769691999906948,0.3833333333333333,0.31521739130434784,20.333333333333332,0.3809,False
EQX1003,Excavator,CUST08,S005,2025-06-19,2025-07-15,2025-07-16,2025-07-15,3.7,4.8,27,OP164,False,,False,5,9,False,False,0,0.5647058823529412,0.4625,26,4,0.6253739588165506,0.428125,0.47058823529411764,18.75,0.4596,False
EQX1003,Excavator,CUST07,S003,2025-07-24,2025-08-21,2025-08-21,2025-08-21,1.3,7.8,28,OP301,False,,False,6,33,True,False,1,0.8571428571428572,0.1625,28,5,0.6132403435238286,0.43499999999999994,0.5647058823529412,20.2,0.6084,True
EQX1003,Excavator,CUST07,S001,2025-09-23,2025-10-14,2025-10-14,2025-10-14,4.5,3.6,21,OP230,False,,False,7,4,False,False,0,0.4444444444444445,0.5625,21,6,0.6538907624603334,0.38958333333333334,0.8571428571428572,21.5,0.4347,False
EQX1003,Excavator,CUST06,S002,2025-10-18,2025-11-15,2025-11-16,2025-11-15,3.8,5.6,29,OP143,False,,False,8,22,False,False,1,0.5957446808510639,0.475,28,7,0.6239698598866349,0.41428571428571426,0.4444444444444445,21.428571428571427,0.4932,False
EQX1003,Excavator,CUST18,S001,2025-12-07,2025-12-30,2025-12-30,2025-12-30,3.7,5.1,23,OP148,False,,False,9,0,False,True,,0.5795454545454545,0.4625,23,8,0.6204417125071886,0.421875,0.5957446808510639,22.25,0.4549,False
EQX1004,Crane,CUST08,S002,2025-01-01,2025-01-21,2025-01-22,2025-01-21,0.9,9.8,21,OP159,False,,False,1,2,True,False,0,0.9158878504672897,0.18,20,0,,,,,0.5627,True
EQX1004,Crane,CUST13,S004,2025-01-23,2025-02-04,2025-02-04,2025-02-04,0.0,12.8,12,OP256,False,,False,2,6,True,False,0,1.0,0.0,12,1,0.9158878504672897,0.18,0.9158878504672897,20.0,0.578,True
EQX1004,Crane,CUST02,S002,2025-02-10,2025-03-09,2025-03-09,2025-03-09,4.5,1.3,27,OP155,False,,False,3,3,False,False,0,0.22413793103448276,0.9,27,2,0.9579439252336448,0.09,1.0,16.0,0.4682,False
EQX1004,Crane,CUST17,S005,2025-03-12,2025-03-31,2025-03-31,2025-03-31,3.3,1.5,19,OP260,False,,False,4,10,False,False,0,0.3125,0.6599999999999999,19,3,0.7133419271672574,0.36000000000000004,0.22413793103448276,19.666666666666668,0.3888,False
EQX1004,Crane,CUST05,S006,2025-04-10,2025-05-01,2025-05-01,2025-05-01,3.8,1.8,21,OP102,False,,False,5,1,False,False,0,0.32142857142857145,0.76,21,4,0.6131314453754431,0.43499999999999994,0.3125,19.5,0.415,False
EQX1004,Crane,CUST17,S002,2025-05-02,2025-05-17,2025-05-17,2025-05-17,0.0,11.1,15,OP191,False,,False,6,4,True,False,0,1.0,0.0,15,5,0.5547908705860688,0.5,0.32142857142857145,19.8,0.3747,False
EQX1004,Crane,CUST12,,2025-05-21,2025-06-19,2025-06-19,2025-06-19,2.0,5.9,29,OP153,False,,False,7,7,True,False,0,0.7468354430379747,0.4,29,6,0.6289923921550573,0.4166666666666667,1.0,19.0,0.4188,False
EQX1004,Crane,CUST07,S006,2025-06-26,2025-07-05,2025-07-06,2025-07-05,3.3,2.2,10,OP291,False,,False,8,15,False,False,1,0.4,0.6599999999999999,9,7,0.6458271137097598,0.41428571428571426,0.7468354430379747,20.428571428571427,0.5603,True
EQX1004,Crane,CUST06,S001,2025-07-20,2025-08-17,2025-08-17,2025-08-17,5.3,0.5,28,OP315,False,,False,9,9,False,False,0,0.08620689655172414,1.06,28,8,0.6150987244960399,0.44499999999999995,0.4,19.0,0.3751,False
EQX1004,Crane,CUST05,S002,2025-08-26,2025-09-13,2025-09-14,2025-09-13,4.7,0.6,19,OP105,False,,False,10,0,False,False,0,0.11320754716981132,0.9400000000000001,18,9,0.5563329658355604,0.5133333333333333,0.08620689655172414,20.0,0.2196,False
EQX1004,Crane,CUST16,S003,2025-09-13,2025-10-06,2025-10-06,2025-10-06,4.2,1.7,23,OP217,False,,False,11,5,False,False,0,0.28813559322033894,0.8400000000000001,23,10,0.5120204239689854,0.5559999999999999,0.11320754716981132,19.8,0.2161,False
EQX1004,Crane,CUST05,S002,2025-10-11,2025-10-27,2025-10-27,2025-10-27,0.0,9.5,16,OP191,False,,False,12,1,True,False,0,1.0,0.0,16,11,0.4916672575372903,0.5818181818181819,0.28813559322033894,20.09090909090909,0.2601,False
EQX1004,Crane,CUST02,S001,2025-10-28,2025-11-13,2025-11-13,2025-11-13,4.6,0.5,16,OP177,False,,False,13,4,False,False,0,0.09803921568627452,0.9199999999999999,16,12,0.5340283194091827,0.5333333333333333,1.0,19.75,0.2003,False
EQX1004,Crane,CUST11,S005,2025-11-17,2025-12-01,2025-12-02,2025-12-01,3.6,1.5,15,OP180,False,,False,14,6,False,False,0,0.29411764705882354,0.72,14,13,0.5004906960458821,0.5630769230769231,0.09803921568627452,19.46153846153846,0.1955,False
EQX1004,Crane,CUST14,S002,2025-12-07,2025-12-17,2025-12-18,2025-12-17,3.6,11.3,11,OP208,False,,False,15,3,True,True,,0.7583892617449665,0.72,10,14,0.4857497639753779,0.5742857142857142,0.29411764705882354,19.071428571428573,0.3026,False
EQX1005,Bulldozer,CUST17,S005,2025-01-01,2025-01-20,2025-01-20,2025-01-20,4.6,4.0,19,OP311,False,,False,1,15,False,False,1,0.46511627906976744,0.575,19,0,,,,,0.5349,True
EQX1005,Bulldozer,CUST15,S001,2025-02-04,2025-02-20,2025-02-21,2025-02-20,5.8,2.4,17,OP182,False,,False,2,30,False,False,1,0.29268292682926833,0.725,16,1,0.46511627906976744,0.575,0.46511627906976744,19.0,0.4166,False
EQX1005,Bulldozer,CUST06,S006,2025-03-22,2025-04-04,2025-04-04,2025-04-04,6.6,1.4,13,OP211,False,,False,3,0,False,False,0,0.175,0.825,13,2,0.37889960294951786,0.6499999999999999,0.29268292682926833,17.5,0.2424,False
EQX1005,Bulldozer,CUST08,S005,2025-04-04,2025-05-02,2025-05-03,2025-05-02,6.3,2.2,29,OP135,False,,False,4,14,False,False,1,0.25882352941176473,0.7875,28,3,0.3109330686330119,0.7083333333333334,0.175,16.0,0.4798,False
EQX1005,Bulldozer,CUST02,S003,2025-05-16,2025-06-04,2025-06-04,2025-06-04,5.7,3.0,19,OP235,False,,False,5,2,False,False,0,0.3448275862068966,0.7125,19,4,0.2979056838277001,0.7281249999999999,0.25882352941176473,19.0,0.3526,False
EQX1005,Bulldozer,CUST17,S004,2025-06-06,2025-06-30,2025-06-30,2025-06-30,6.2,2.5,24,OP146,False,,False,6,5,False,False,0,0.2873563218390805,0.775,24,5,0.3072900643035394,0.725,0.3448275862068966,19.0,0.349,False
EQX1005,Bulldozer,CUST10,S005,2025-07-05,2025-07-24,2025-07-25,2025-07-24,4.9,3.3,20,OP250,False,,False,7,0,False,False,0,0.4024390243902439,0.6125,19,6,0.3039677738927962,0.7333333333333334,0.2873563218390805,19.833333333333332,0.3752,False
EQX1005,Bulldozer,CUST09,S003,2025-07-24,2025-08-11,2025-08-12,2025-08-11,6.8,2.5,19,OP242,False,,False,8,14,False,False,1,0.26881720430107525,0.85,18,7,0.3180350953924317,0.7160714285714286,0.4024390243902439,19.714285714285715,0.3705,False
EQX1005,Bulldozer,CUST09,S002,2025-08-25,2025-09-11,2025-09-11,2025-09-11,5.8,2.5,17,OP175,False,,False,9,19,False,False,1,0.3012048192771084,0.725,17,8,0.3118828590060121,0.7328125,0.26881720430107525,19.5,0.3787,False
EQX1005,Bulldozer,CUST05,S006,2025-09-30,2025-10-13,2025-10-13,2025-10-13,6.5,1.9,13,OP159,False,,False,10,5,False,False,0,0.22619047619047616,0.8125,13,9,0.31069641014724503,0.7319444444444445,0.3012048192771084,19.22222222222222,0.2591,False
EQX1005,Bulldozer,CUST08,S006,2025-10-18,2025-11-05,2025-11-06,2025-11-05,7.3,1.5,19,OP131,False,,False,11,25,False,False,1,0.17045454545454544,0.9125,18,10,0.30224581675156814,0.74,0.22619047619047616,18.6,0.4144,False
EQX1005,Bulldozer,CUST02,S006,2025-11-30,2025-12-28,2025-12-28,2025-12-28,3.7,4.8,28,OP152,False,,False,12,8,False,True,,0.5647058823529412,0.4625,28,11,0.29026479208820244,0.7556818181818182,0.17045454545454544,18.545454545454547,0.3779,False
EQX1006,Bulldozer,CUST04,S006,2025-01-01,2025-01-25,2025-01-26,2025-01-25,4.9,3.7,25,OP165,False,,False,1,32,False,False,1,0.4302325581395348,0.6125,24,0,,,,,0.4896,False
EQX1006,Bulldozer,CUST15,S005,2025-02-26,2025-03-10,2025-03-10,2025-03-10,5.5,3.3,12,OP235,False,,False,2,4,False,False,0,0.37499999999999994,0.6875,12,1,0.4302325581395348,0.6125,0.4302325581395348,24.0,0.2947,False
EQX1006,Bulldozer,CUST05,S004,2025-03-14,2025-04-11,2025-04-12,2025-04-11,5.1,3.0,29,OP110,False,,False,3,16,False,False,1,0.3703703703703704,0.6375,28,2,0.4026162790697674,0.65,0.37499999999999994,18.0,0.5025,True
EQX1006,Bulldozer,CUST13,S006,2025-04-27,,2025-05-19,,3.4,3.5,22,OP309,True,True,True,4,26,True,False,1,0.5072463768115941,0.425,22,3,0.39186764283663506,0.6458333333333334,0.3703703703703704,21.333333333333332,0.4724,False
EQX1006,Bulldozer,CUST05,S002,2025-06-14,2025-06-30,2025-07-01,2025-06-30,3.7,11.5,17,,False,,False,5,72,True,False,1,0.7565789473684211,0.4625,16,4,0.4207123263303748,0.590625,0.5072463768115941,21.5,0.4525,False
EQX1006,Bulldozer,CUST14,S004,2025-09-10,2025-10-06,2025-10-06,2025-10-06,3.1,5.4,26,OP281,False,,False,6,3,False,False,0,0.6352941176470589,0.3875,26,5,0.4878856505379841,0.5650000000000001,0.7565789473684211,20.4,0.4114,False
EQX1006,Bulldozer,CUST09,S003,2025-10-09,2025-10-26,2025-10-27,2025-10-26,3.8,5.1,18,OP162,False,,False,7,43,False,True,,0.5730337078651686,0.475,17,6,0.5124537283894965,0.5354166666666667,0.6352941176470589,21.333333333333332,0.4104,False
EQX1007,Crane,CUST17,S005,2025-01-01,2025-01-16,2025-01-16,2025-01-16,4.4,1.5,15,OP162,False,,False,1,19,False,False,1,0.2542372881355932,0.8800000000000001,15,0,,,,,0.4046,False
EQX1007,Crane,CUST08,,2025-02-04,2025-02-25,2025-02-25,2025-02-25,2.1,10.6,21,,False,,False,2,4,True,False,0,0.8346456692913387,0.42000000000000004,21,1,0.2542372881355932,0.8800000000000001,0.2542372881355932,15.0,0.3994,False
EQX1007,Crane,CUST16,S003,2025-03-01,2025-03-15,2025-03-16,2025-03-15,2.8,2.8,15,OP117,False,,False,3,6,False,False,0,0.5,0.5599999999999999,14,2,0.5444414787134659,0.6500000000000001,0.8346456692913387,18.0,0.3314,False
EQX1007,Crane,CUST04,S001,2025-03-21,2025-04-16,2025-04-17,2025-04-16,3.0,2.6,27,OP107,False,,False,4,1,False,False,0,0.46428571428571436,0.6,26,3,0.5296276524756439,0.62,0.5,16.666666666666668,0.4085,False
EQX1007,Crane,CUST18,S005,2025-04-17,2025-04-26,2025-04-27,2025-04-26,3.0,2.4,10,OP107,False,,False,5,1,False,False,0,0.4444444444444444,0.6,9,4,0.5132921679281616,0.615,0.46428571428571436,19.0,0.4055,False
EQX1007,Crane,CUST15,S005,2025-04-27,2025-05-24,2025-05-24,2025-05-24,5.0,1.1,27,OP166,False,,False,6,31,False,False,1,0.18032786885245905,1.0,27,5,0.4995226232314181,0.612,0.4444444444444444,17.0,0.4129,False
EQX1007,Crane,CUST05,S006,2025-06-24,2025-07-12,2025-07-12,2025-07-12,3.9,1.3,18,OP312,False,,False,7,18,False,False,1,0.25,0.78,18,6,0.44632349750159167,0.6766666666666667,0.18032786885245905,18.666666666666668,0.4658,False
EQX1007,Crane,CUST16,S005,2025-07-30,2025-08-19,2025-08-20,2025-08-19,2.8,2.6,21,OP246,False,,False,8,9,False,False,0,0.48148148148148145,0.5599999999999999,20,7,0.41827728357279287,0.6914285714285714,0.25,18.571428571428573,0.4139,False
EQX1007,Crane,CUST06,S006,2025-08-28,2025-09-14,2025-09-15,2025-09-14,3.7,2.5,18,OP236,False,,False,9,19,False,False,1,0.4032258064516129,0.74,17,8,0.4261778083113789,0.675,0.48148148148148145,18.75,0.4502,False
EQX1007,Crane,CUST14,S001,2025-10-03,2025-10-13,2025-10-13,2025-10-13,4.8,0.1,10,OP213,False,,False,10,40,False,False,1,0.020408163265306124,0.96,10,9,0.423627585882516,0.6822222222222222,0.4032258064516129,18.555555555555557,0.4202,False
EQX1007,Crane,CUST13,S002,2025-11-22,2025-12-14,2025-12-15,2025-12-14,4.4,1.4,23,OP314,False,,False,11,0,False,True,,0.24137931034482754,0.8800000000000001,22,10,0.383305643620795,0.71,0.020408163265306124,17.7,0.2942,False
EQX1008,Bulldozer,CUST13,S001,2025-01-01,2025-01-13,2025-01-14,2025-01-13,1.8,6.2,13,OP152,False,,False,1,24,False,False,1,0.775,0.225,12,0,,,,,0.5345,True
EQX1008,Bulldozer,CUST04,S003,2025-02-06,2025-02-17,2025-02-17,2025-02-17,2.4,6.4,11,OP125,False,,False,2,16,False,False,1,0.7272727272727273,0.3,11,1,0.775,0.225,0.775,12.0,0.7789,True
EQX1008,Bulldozer,CUST02,S006,2025-03-05,2025-03-28,2025-03-29,2025-03-28,3.3,5.3,24,OP249,False,,False,3,26,False,False,1,0.6162790697674418,0.4125,23,2,0.7511363636363637,0.2625,0.7272727272727273,11.5,0.7461,True
EQX1008,Bulldozer,CUST09,S001,2025-04-23,2025-05-16,2025-05-17,2025-05-16,4.4,4.3,24,OP139,False,,False,4,30,False,False,1,0.4942528735632184,0.55,23,3,0.706183932346723,0.3125,0.6162790697674418,15.333333333333334,0.7531,True
EQX1008,Bulldozer,CUST05,S004,2025-06-15,,2025-07-14,,2.4,3.5,29,OP271,True,True,True,5,2,True,False,0,0.5932203389830508,0.3,29,4,0.6532011676508469,0.371875,0.4942528735632184,17.25,0.4876,False
EQX1008,Bulldozer,CUST10,S001,2025-07-16,,2025-08-05,,4.5,6.7,20,OP154,True,True,True,6,19,True,False,1,0.5982142857142858,0.5625,20,5,0.6412050019172877,0.35750000000000004,0.5932203389830508,19.6,0.6289,True
EQX1008,Bulldozer,CUST16,S006,2025-08-24,2025-09-07,2025-09-07,2025-09-07,4.2,4.0,14,OP299,False,,False,7,0,False,False,0,0.48780487804878053,0.525,14,6,0.6340398825501207,0.39166666666666666,0.5982142857142858,19.666666666666668,0.4289,False
EQX1008,Bulldozer,CUST07,S001,2025-09-07,2025-10-05,2025-10-05,2025-10-05,4.7,4.2,28,OP214,False,,False,8,33,False,False,1,0.47191011235955055,0.5875,28,7,0.6131491676213578,0.4107142857142857,0.48780487804878053,18.857142857142858,0.5504,True
EQX1008,Bulldozer,CUST18,S003,2025-11-07,2025-11-16,2025-11-17,2025-11-16,3.1,5.2,10,OP202,False,,False,9,23,False,True,,0.6265060240963856,0.3875,9,8,0.5954942857136319,0.43281250000000004,0.47191011235955055,20.0,0.5058,True
EQX1009,Excavator,CUST03,S002,2025-01-01,2025-01-10,2025-01-11,2025-01-10,3.7,5.6,10,OP133,False,,False,1,34,False,False,1,0.6021505376344085,0.4625,9,0,,,,,0.5103,True
EQX1009,Excavator,CUST12,S001,2025-02-13,2025-03-11,2025-03-12,2025-03-11,2.9,5.8,27,OP115,False,,False,2,31,False,False,1,0.6666666666666667,0.3625,26,1,0.6021505376344085,0.4625,0.6021505376344085,9.0,0.608,True
EQX1009,Excavator,CUST17,S003,2025-04-11,2025-04-28,2025-04-28,2025-04-28,0.9,6.7,17,OP272,False,,False,3,13,False,False,0,0.881578947368421,0.1125,17,2,0.6344086021505376,0.4125,0.6666666666666667,17.5,0.5328,True
EQX1009,Excavator,CUST17,S001,2025-05-11,2025-05-23,2025-05-23,2025-05-23,1.9,6.6,12,OP187,False,,False,4,94,False,False,1,0.776470588235294,0.2375,12,3,0.7167987172231655,0.3125,0.881578947368421,17.333333333333332,0.7805,True
EQX1009,Excavator,CUST14,S003,2025-08-25,2025-09-15,2025-09-16,2025-09-15,2.8,5.8,22,OP161,False,,False,5,4,False,False,0,0.6744186046511628,0.35,21,4,0.7317166849761976,0.29375,0.776470588235294,16.0,0.7041,True
EQX1009,Excavator,CUST09,S001,2025-09-19,2025-10-15,2025-10-15,2025-10-15,3.3,5.1,26,OP102,False,,False,6,21,False,False,1,0.6071428571428572,0.4125,26,5,0.7202570689111906,0.305,0.6744186046511628,17.0,0.7403,True
